Z,alpha,BHBH,BHBHm,BHNS,BHNSm,NSNS,NSNSm,BHBHI,BHBHII,BHBHIII,BHBHIIIa,BHBHIIIb,BHBHIV,BHBHIVa,BHBHIVb,BHBHC1,BHBHK1,BHBHC2,BHBHK2,BHBHC3,BHBHK3,BHBHSt,BHBHSu,BHBHmI,BHBHmII,BHBHmIII,BHBHmIIIa,BHBHmIIIb,BHBHmIV,BHBHmIVa,BHBHmIVb,BHBHmC1,BHBHmK1,BHBHmC2,BHBHmK2,BHBHmC3,BHBHmK3,BHBHmSt,BHBHmSu,BHNSI,BHNSII,BHNSIII,BHNSIIIa,BHNSIIIb,BHNSIV,BHNSIVa,BHNSIVb,BHNSC1,BHNSK1,BHNSC2,BHNSK2,BHNSC3,BHNSK3,BHNSSt,BHNSSu,BHNSmI,BHNSmII,BHNSmIII,BHNSmIIIa,BHNSmIIIb,BHNSmIV,BHNSmIVa,BHNSmIVb,BHNSmC1,BHNSmK1,BHNSmC2,BHNSmK2,BHNSmC3,BHNSmK3,BHNSmSt,BHNSmSu,NSNSI,NSNSII,NSNSIII,NSNSIIIa,NSNSIIIb,NSNSIV,NSNSIVa,NSNSIVb,NSNSC1,NSNSK1,NSNSC2,NSNSK2,NSNSC3,NSNSK3,NSNSSt,NSNSSu,NSNSmI,NSNSmII,NSNSmIII,NSNSmIIIa,NSNSmIIIb,NSNSmIV,NSNSmIVa,NSNSmIVb,NSNSmC1,NSNSmK1,NSNSmC2,NSNSmK2,NSNSmC3,NSNSmK3,NSNSmSt,NSNSmSu,label
0.001,5.0,31953,6050,5941,1706,6149,3834,6173,10873,3791,0,3791,2621,227,2394,9799,1013,2919,4,0,0,39517,56,3373,1166,67,0,67,1443,108,1335,4851,319,33,0,0,0,11908,14,1433,431,3814,0,3814,173,60,113,2860,989,2446,9,142,0,10933,686,1226,112,319,0,319,48,11,37,883,408,571,3,140,0,2722,684,3763,0,355,0,355,2024,1826,198,1753,647,3891,1,499,0,8045,4236,3034,0,92,0,92,708,678,30,114,472,3223,1,497,0,3445,4223,fiducial_delayed
0.002,5.0,30759,5137,5431,1102,5204,2920,6554,11456,2814,0,2814,2257,437,1820,9699,498,2051,0,0,0,41955,77,3399,1119,34,0,34,584,55,529,4010,114,7,0,0,0,10215,19,1449,445,3166,0,3166,261,136,125,2685,458,2195,0,23,0,10389,201,859,79,122,0,122,42,15,27,792,187,208,0,23,0,2002,201,2652,0,497,0,497,2046,1888,158,1310,359,3415,0,472,0,7154,3237,2209,0,124,0,124,587,570,17,73,275,2423,0,424,0,2674,3166,fiducial_delayed
0.004,5.0,28867,1132,4631,652,3397,918,7657,8894,2344,0,2344,2323,1262,1061,11502,124,903,0,0,0,38269,45,882,170,4,0,4,76,38,38,960,4,2,0,0,0,2235,28,2383,485,1455,0,1455,231,146,85,2941,140,1149,0,3,0,8881,158,543,62,24,0,24,23,10,13,488,29,99,0,3,0,1148,155,831,0,778,0,778,1783,1679,104,1188,75,1495,0,711,0,5340,1446,381,0,170,0,170,367,357,10,99,40,390,0,429,0,742,1094,fiducial_delayed
0.006,5.0,26666,191,3636,452,3438,951,6416,9273,575,0,575,2219,1380,839,9070,69,192,0,0,0,36529,28,39,113,1,0,1,37,31,6,77,0,0,0,0,0,350,28,2093,448,831,0,831,219,185,34,2404,34,758,0,0,0,6914,207,345,71,9,0,9,27,23,4,289,2,92,0,0,0,699,203,797,0,889,0,889,1750,1674,76,1030,70,1407,0,1000,0,5059,1814,341,0,205,0,205,405,397,8,40,31,392,0,519,0,664,1238,fiducial_delayed
0.008,5.0,24153,193,3116,410,3293,944,5512,5613,1287,0,1287,2352,1714,638,8985,73,229,0,0,0,30879,39,115,34,2,0,2,42,42,0,158,0,1,0,0,0,347,39,1342,440,1023,0,1023,231,217,14,1688,18,934,0,0,0,5740,241,294,79,13,0,13,24,21,3,225,1,106,0,0,0,595,223,715,0,908,0,908,1666,1605,61,808,88,1475,0,1007,0,4745,1834,394,0,197,0,197,353,350,3,27,36,439,0,478,0,701,1187,fiducial_delayed
0.01,5.0,22893,313,3048,403,3211,1113,4480,5923,549,0,549,1910,1448,462,6811,28,193,0,0,0,33797,28,221,59,1,0,1,31,31,0,253,0,0,0,0,0,596,28,1334,302,1050,0,1050,197,181,16,1601,14,999,0,1,0,5406,278,345,32,15,0,15,11,9,2,191,0,180,0,0,0,535,266,476,1,1104,0,1104,1597,1537,60,551,95,1408,0,1219,0,4305,2049,302,0,322,0,322,489,484,5,15,40,353,0,745,0,707,1519,fiducial_delayed
0.014,5.0,19611,92,3043,226,3174,986,3004,3596,156,0,156,1224,1028,196,4513,12,188,0,0,0,31627,16,75,0,1,0,1,16,16,0,90,0,2,0,0,0,169,15,469,176,1929,0,1929,238,238,0,879,9,1634,0,157,0,5467,193,28,3,185,0,185,8,8,0,37,0,51,0,135,0,298,153,465,5,1099,0,1099,1558,1528,30,481,112,1305,0,1336,0,3955,2292,284,0,245,0,245,457,453,4,13,48,331,0,642,0,610,1362,fiducial_delayed
0.017,5.0,18951,72,2584,141,3424,1139,2174,3652,22,0,22,922,819,103,3527,10,37,0,0,0,32481,59,51,1,0,0,0,18,18,0,68,0,2,0,0,0,126,17,924,201,1062,0,1062,245,244,1,1250,9,999,0,71,0,4809,148,63,2,66,0,66,8,8,0,40,0,52,0,47,0,194,87,505,0,1246,0,1246,1669,1645,24,409,137,1376,0,1635,0,3980,2860,347,0,277,0,277,515,514,1,6,49,413,0,720,0,698,1580,fiducial_delayed
0.02,5.0,13871,15,2214,77,3716,1266,903,2966,1,0,1,260,214,46,1602,10,2,0,0,0,24819,57,6,0,0,0,0,9,9,0,15,0,0,0,0,0,21,9,980,202,568,0,568,148,148,0,1403,12,506,0,56,0,4163,111,17,1,46,0,46,5,5,0,27,2,21,0,28,0,116,37,629,1,1283,0,1283,1797,1780,17,387,154,1388,0,1934,0,3955,3464,413,0,303,0,303,550,548,2,6,45,468,0,792,0,785,1747,fiducial_delayed
0.03,5.0,5949,7,1922,33,3608,1072,189,1837,0,0,0,10,2,8,285,7,0,0,0,0,11651,6,2,2,0,0,0,2,1,1,4,1,0,0,0,0,11,2,1037,33,18,0,18,104,104,0,1846,15,24,0,1,0,3749,45,21,1,0,0,0,5,5,0,27,0,5,0,0,0,56,10,515,0,1304,0,1304,1787,1769,18,255,203,1199,0,2152,0,3509,3703,319,0,250,0,250,503,503,0,11,42,381,0,680,0,638,1506,fiducial_delayed
